genome	true_class	top_class	top_p	0	1	2
Pseudogymnoascus_sp._VKM_F-4516_FW-969	1	1.0	1.0	7.291331607765534e-16	1.0	3.4662558934250853e-10
Chroogomphus_rutilus	0	0.0	1.0	1.0	9.375337966045433e-23	4.616892418351547e-27
Crucibulum_laeve	0	0.0	1.0	1.0	6.15475778519799e-17	6.319929236382358e-15
Lachancea_cidri	2	2.0	1.0	1.4283094767141534e-14	7.697891540579837e-16	1.0
Pyrenochaeta_sp._DS3sAY3a	2	2.0	1.0	2.1005376257821062e-11	7.474171455357226e-12	1.0
Aspergillus_hancockii	2	2.0	1.0	4.204560148397124e-13	1.0251651957893237e-13	1.0
Diddensiella_caesifluorescens	2	2.0	1.0	1.8991307538264586e-21	3.859470288042427e-20	1.0
Malassezia_caprae	0	0.0	1.0	1.0	2.5144792771433807e-30	1.02451436520929e-24
Pseudogymnoascus_sp._05NY08	1	1.0	1.0	8.533104209229653e-19	1.0	1.6548807463268034e-11
Suhomyces_tanzawaensis	2	2.0	1.0	8.91113308191249e-23	4.543222347381765e-17	1.0
Botrytis_paeoniae	1	1.0	1.0	1.3313494751088228e-09	1.0	1.4432757766691395e-10
Ambrosiozyma_vanderkliftii	2	2.0	1.0	2.2412471932014086e-17	7.878830624399978e-28	1.0
Tremella_mesenterica	0	0.0	1.0	1.0	1.3194296154625473e-21	6.336836156077824e-20
Hypoxylon_sp._EC38	1	1.0	1.0	9.264858164391266e-19	1.0	4.134883976250473e-17
Aquanectria_penicillioides	1	1.0	1.0	3.2145774057822707e-19	1.0	2.494635484715977e-15
Scheffersomyces_lignosus	2	2.0	1.0	3.9529248951547266e-20	9.241328507287021e-16	1.0
Kazachstania_kunashirensis	2	2.0	1.0	1.417761417773643e-15	2.9597809616975616e-19	1.0
Phaffia_rhodozyma	0	0.0	1.0	1.0	9.719889169480443e-29	8.80289950577148e-19
Sporothrix_globosa	1	1.0	1.0	5.925361590275458e-11	1.0	1.9739139997528458e-17
Fusarium_sp._FIESC_12	1	1.0	1.0	3.6083457863366267e-14	1.0	1.0320294618892945e-10
Fusarium_tucumaniae	1	1.0	1.0	2.4575891121455047e-31	1.0	2.8269813533238573e-26
Aspergillus_cristatus	2	2.0	1.0	2.0892426785996954e-14	1.7630927269627217e-16	1.0
Peniophora_sp._CONT	0	0.0	1.0	1.0	2.045442925233078e-30	3.001910872657554e-11
Armillaria_ostoyae	0	0.0	1.0	1.0	5.368492002113794e-20	4.3617459644096357e-10
Pseudogymnoascus_sp._VKM_F-4518_FW-2643	1	1.0	1.0	1.1404555363367938e-15	1.0	7.282291991650425e-10
Sarocladium_strictum	1	1.0	1.0	1.3834267932610889e-12	1.0	1.649021919014615e-09
Pneumocystis_murina	0	0.0	1.0	1.0	4.190013247971417e-17	1.2257482806532494e-09
Candida_carpophila	2	2.0	1.0	2.5157342247349826e-24	8.598746031467593e-20	1.0
Candida_gotoi	2	2.0	1.0	2.00801744205205e-29	5.798427026087968e-24	1.0
Ceratocystis_eucalypticola	1	1.0	1.0	3.767715840043823e-16	1.0	6.431786798034161e-14
Nematocida_parisii	0	0.0	1.0	1.0	8.9417678277778e-18	1.4065844828843027e-21
Trichophyton_rubrum	2	2.0	1.0	1.1174114226715894e-16	1.1867314908542426e-09	1.0
Calonectria_leucothoes	1	1.0	1.0	1.0138127181291354e-14	1.0	2.0162621843389933e-13
Fistulina_hepatica	0	0.0	1.0	1.0	7.516811018970403e-25	3.981283618753606e-13
Wickerhamomyces_sp._YB_2243	2	2.0	1.0	1.2927254747522401e-21	2.575025728358077e-27	1.0
Metschnikowia_lochheadii	2	2.0	1.0	7.814499546023566e-22	5.033250519260484e-30	1.0
Ambrosiozyma_maleeae	2	2.0	1.0	3.601156646143748e-20	2.0860555736130293e-23	1.0
Trametes_hirsuta	0	0.0	1.0	1.0	6.972874502637059e-31	3.3575828749243808e-12
Penicillium_griseofulvum	2	2.0	1.0	9.565187183979695e-13	1.2978127461593658e-09	1.0
Armillaria_cepistipes	0	0.0	1.0	1.0	1.974288448906512e-19	4.8178728367931356e-11
Symbiotaphrina_buchneri	2	2.0	1.0	1.1243294073537413e-09	6.883615899511142e-11	1.0
Bullera_alba	0	0.0	1.0	1.0	2.4429511566061237e-24	4.203478010111894e-09
Trametes_villosa	0	0.0	1.0	1.0	9.79880708266189e-38	1.2292898530976305e-14
Cladophialophora_carrionii	2	2.0	1.0	2.975460849929945e-11	1.2388770564975005e-10	1.0
Spathaspora_passalidarum	2	2.0	1.0	3.682334283685879e-15	2.896380374038318e-14	1.0
Leptographium_lundbergii	1	1.0	1.0	1.1566879433890772e-16	1.0	1.487666332226491e-16
Capniomyces_stellatus	0	0.0	1.0	1.0	2.3163643225743158e-10	3.9756430229375834e-18
Pisolithus_microcarpus	0	0.0	1.0	1.0	2.1271274588711803e-22	1.710215768788086e-18
Aspergillus_ellipticus	2	2.0	1.0	1.9637403479038675e-14	4.9478039720884937e-11	1.0
Pseudogymnoascus_destructans	1	1.0	1.0	1.720138246251446e-14	1.0	5.620148010171411e-12
Fusarium_burgessii	1	1.0	1.0	6.672550216994626e-16	1.0	7.520847659925334e-12
Lachancea_quebecensis	2	2.0	1.0	6.453062804537355e-16	1.3360973831420798e-15	1.0
Articulospora_tetracladia	1	1.0	1.0	1.675410331303251e-11	1.0	1.2574652430430433e-10
Blastobotrys_raffinosifermentans	2	2.0	1.0	3.5921087047212656e-16	2.112521186451425e-24	1.0
Ustilago_vetiveriae	0	0.0	1.0	1.0	9.31342563784879e-22	2.1079868753326458e-11
Magnaporthe_oryzae	1	1.0	1.0	4.1383639137054784e-13	1.0	2.135512469983447e-12
Agrocybe_cylindracea	0	0.0	1.0	1.0	3.0839108752018584e-21	1.5307114571098263e-13
Lichtheimia_corymbifera	0	0.0	1.0	1.0	3.4073784303989885e-25	3.7081681353313658e-25
Meira_miltonrushii	0	0.0	1.0	1.0	9.944925657538585e-29	3.6139062853379755e-09
Metschnikowia_borealis	2	2.0	1.0	2.9470215210148625e-23	4.7277239269167924e-30	1.0
Botrytis_cinerea	1	1.0	1.0	1.7747661118505675e-09	1.0	9.55870382846058e-11
Eutypa_lata	1	1.0	1.0	3.6113560726097415e-17	1.0	6.8830080524051596e-12
Smittium_culicis	0	0.0	1.0	1.0	1.5149834720062927e-09	5.856725152596221e-13
Sporisorium_iseilematisciliati	0	0.0	1.0	1.0	1.1309199078530715e-23	6.11196024347116e-11
Candida_corydali	2	2.0	1.0	5.4684417428584476e-15	4.008589495469116e-22	1.0
Pluteus_cervinus	0	0.0	1.0	1.0	8.437524316629763e-18	8.143949382054261e-14
Deakozyma_indianensis	2	2.0	1.0	1.3441773735745066e-11	2.8487516165465188e-11	1.0
Metschnikowia_proteae	2	2.0	1.0	8.055505888737399e-25	7.102119748122304e-20	1.0
Magnaporthe_sp._MG03	1	1.0	1.0	1.3119267770669157e-13	1.0	1.8709570364879892e-14
Stenocarpella_maydis	1	1.0	1.0	1.0163177138622002e-22	1.0	9.236566064541084e-17
Auricularia_polytricha	0	0.0	1.0	1.0	5.132979141435742e-20	6.443181085240626e-14
Kazachstania_rosinii	2	2.0	1.0	1.1535077634825669e-14	1.8870376188401777e-18	1.0
Boletus_bicolor	0	0.0	1.0	1.0	5.779309092490464e-22	3.668526121986329e-14
Escovopsis_sp._TC	1	1.0	1.0	4.531863843902015e-26	1.0	1.0732346881412404e-18
Paracoccidioides_lutzii	2	2.0	1.0	3.128359724047236e-11	6.425815990418471e-10	1.0
Hymenoscyphus_linearis	1	1.0	1.0	1.391574944223023e-16	1.0	3.0313076403382447e-14
Talaromyces_borbonicus	2	2.0	1.0	1.7814700384896458e-14	2.2289858847557298e-10	1.0
Albatrellus_sp._MG142	0	0.0	1.0	1.0	2.415111335436733e-28	2.8290152502229996e-22
Rickenella_mellea	0	0.0	1.0	1.0	8.116871319389973e-22	1.460685017384833e-09
Leptographium_procerum	1	1.0	1.0	3.649220801162393e-15	1.0	1.6842958776817907e-14
Ophidiomyces_ophiodiicola	2	2.0	1.0	1.334114115053088e-18	4.378608071823123e-14	1.0
Aspergillus_sclerotiorum	2	2.0	1.0	1.4697269443142424e-11	2.9667563544721887e-11	1.0
Danielozyma_ontarioensis	2	2.0	1.0	8.004428878251747e-21	7.426675919207371e-13	1.0
Floccularia_luteovirens	0	0.0	1.0	1.0	3.1316487302809415e-15	8.585465644623744e-14
Rhizopogon_hawkerae	0	0.0	1.0	1.0	5.412615241743018e-22	3.822717289199071e-15
Neoboletus_brunneissimus	0	0.0	1.0	1.0	3.289199937004227e-28	4.4661765308048505e-22
Fusarium_circinatum	1	1.0	1.0	1.1836522777354073e-17	1.0	4.5795087015056135e-14
Fusarium_sporotrichioides	1	1.0	1.0	2.2980104147710123e-13	1.0	2.7433914515095914e-12
Daldinia_sp._EC12	1	1.0	1.0	3.421992840982366e-18	1.0	1.912859410799217e-12
Barnettozyma_californica	2	2.0	1.0	5.871675817348969e-18	2.276078089877867e-20	1.0
Microbotryum_lychnidisdioicae	0	0.0	1.0	1.0	1.8744356209606959e-22	4.192201388845804e-18
Neurospora_africana	1	1.0	1.0	1.5360461383742696e-13	1.0	2.2931538612436242e-10
Porodaedalea_pini	0	0.0	1.0	1.0	1.630957523370425e-28	4.757511198522839e-19
Synchytrium_microbalum	0	0.0	1.0	1.0	3.6339356523917843e-10	1.1459526903789818e-11
Gigaspora_rosea	0	0.0	1.0	1.0	2.0634192132718e-09	7.630637094413473e-11
Talaromyces_piceae	2	2.0	1.0	2.3008799726609297e-12	2.8534499416088543e-11	1.0
Pseudomassariella_vexata	1	1.0	1.0	1.9727502373638114e-14	1.0	6.304778477073114e-09
Hyphopichia_homilentoma	2	2.0	1.0	6.143868748098087e-26	4.8547707520718575e-11	1.0
Moesziomyces_antarcticus	0	0.0	1.0	1.0	1.2236705601060122e-22	1.1730798341721833e-17
Coprinellus_micaceus	0	0.0	1.0	1.0	1.6693522644323323e-23	8.563195183323991e-13
Metschnikowia_shivogae	2	2.0	1.0	2.4642324482985215e-26	1.6233224641155142e-21	1.0
Fusarium_avenaceum	1	1.0	1.0	7.399425055584901e-18	1.0	7.124942563024872e-12
Rhizopogon_parksii	0	0.0	1.0	1.0	5.983910076352503e-22	1.2608634297230081e-14
Trichosporon_asahii	0	0.0	1.0	1.0	5.873627550004288e-17	3.953087518242769e-14
Lachancea_kluyveri	2	2.0	1.0	1.1645510561175573e-16	1.4570427829777858e-20	1.0
Talaromyces_cellulolyticus	2	2.0	1.0	1.718238181944165e-12	2.7291777171534193e-10	1.0
Russula_aff._compacta	0	0.0	1.0	1.0	8.70647984390409e-20	1.3050670722732473e-15
Kazachstania_aerobia	2	2.0	1.0	3.68868166073375e-19	2.6601029900454323e-19	1.0
Phialophora_americana	2	2.0	1.0	4.7524515572883175e-11	6.843817179635892e-11	1.0
Nakataea_oryzae	1	1.0	1.0	5.954320673120061e-18	1.0	2.5831772567381288e-23
Thielaviopsis_musarum	1	1.0	1.0	4.296568007502538e-16	1.0	4.364880632363446e-15
Escovopsis_sp._Ae733	1	1.0	1.0	7.954534599821545e-22	1.0	6.575519945908686e-16
Erysiphe_pulchra	1	1.0	1.0	2.7836669858061214e-08	1.0	2.064609283536356e-08
Paxillus_rubicundulus	0	0.0	1.0	1.0	6.912798589510624e-26	1.2763830030993492e-22
Hawksworthiomyces_lignivorus	1	1.0	1.0	3.871426088237519e-14	1.0	5.2049132365228346e-11
Komagataella_pseudopastoris	2	2.0	1.0	3.6290084774585375e-15	4.57264725702523e-22	1.0
Sporopachydermia_quercuum	2	2.0	1.0	3.13992248868189e-10	8.574291517162138e-17	1.0
Cronartium_ribicola	0	0.0	1.0	1.0	4.121866286873124e-14	6.465502409810071e-17
Tricholoma_matsutake	0	0.0	1.0	1.0	4.772115280749177e-23	9.489779946677857e-19
Lipomyces_kononenkoae	2	2.0	1.0	2.478280081152917e-10	1.3593862036032078e-08	1.0
Exophiala_xenobiotica	2	2.0	1.0	9.290470140161516e-14	2.895045314588174e-13	1.0
Coprinopsis_strossmayeri	0	0.0	1.0	1.0	5.642065947581703e-17	9.110655563304704e-10
Tylopilus_plumbeoviolaceoides	0	0.0	1.0	1.0	3.0032708404119077e-28	2.7802115536926926e-20
Pestalotiopsis_sp._JCM_9685	1	1.0	1.0	2.2777776860434572e-15	1.0	9.763703382034347e-14
Gaeumannomyces_tritici	1	1.0	1.0	3.545831787566966e-17	1.0	2.357614944892483e-23
Geosmithia_morbida	1	1.0	1.0	5.797527849503784e-14	1.0	1.932783601846504e-17
Leptoxyphium_fumago	2	2.0	1.0	3.177430193956887e-11	1.945277272596968e-09	1.0
Brettanomyces_custersianus	2	2.0	1.0	2.1375549815155336e-15	2.900468451503299e-16	1.0
Lachancea_fermentati	2	2.0	1.0	1.599337964852416e-14	2.3419995123460415e-16	1.0
Candida_parapsilosis	2	2.0	1.0	1.186192255531182e-10	1.0940909645073432e-15	1.0
Pleurotus_ostreatus	0	0.0	1.0	1.0	4.53026788214833e-21	1.670713047075001e-11
Ambrosiozyma_monospora	2	2.0	1.0	7.033576222339761e-22	5.4085767368710304e-27	1.0
Phaeomoniella_chlamydospora	2	2.0	1.0	1.6711099171118349e-09	1.1401159127899518e-08	1.0
Phaeoacremonium_minimum	1	1.0	1.0	4.680991528333738e-16	1.0	7.581840932857631e-09
Paxillus_involutus	0	0.0	1.0	1.0	4.48557266408919e-22	5.11071622406867e-16
Ogataea_pilisensis	2	2.0	1.0	6.952153939998698e-17	3.4501179899355403e-20	1.0
Mycosphaerella_sp._PB-2012b	2	2.0	1.0	6.037476291478883e-13	1.1893497471604508e-11	1.0
Barnettozyma_pratensis	2	2.0	1.0	3.477576204126212e-27	7.310927881044195e-34	1.0
Phoma_herbarum	2	2.0	1.0	4.660972996450852e-12	5.400811111868977e-17	1.0
Trichophyton_violaceum	2	2.0	1.0	9.504851177438573e-19	2.682932764841439e-10	1.0
Tilletiopsis_washingtonensis	0	0.0	1.0	1.0	1.7066761337000009e-19	2.1135006736503823e-35
Kuraishia_ogatae	2	2.0	1.0	1.0097852415347219e-10	1.901644870760423e-15	1.0
Ogataea_minuta	2	2.0	1.0	2.848923120732e-20	1.0515488946875469e-19	1.0
Rhizopogon_fuscorubens	0	0.0	1.0	1.0	2.660210376102738e-22	4.623194764573433e-15
Cercospora_sojina	2	2.0	1.0	6.332587926261013e-11	7.36308546279334e-15	1.0
Alternaria_consortialis	2	2.0	1.0	3.7599825054683567e-13	1.825337154849941e-15	1.0
Rhizopogon_salebrosus	0	0.0	1.0	1.0	2.9120559240341015e-22	6.8184746179278735e-15
Galerina_marginata	0	0.0	1.0	1.0	6.327476405821513e-16	4.602705994116718e-10
Hanseniaspora_vineae	2	2.0	1.0	2.171112844489237e-19	3.323459749716499e-33	1.0
Sordaria_macrospora	1	1.0	1.0	4.1633046836409004e-12	1.0	2.491931105907952e-10
Wickerhamomyces_ciferrii	2	2.0	1.0	3.566666333716863e-26	5.875377251948657e-24	1.0
Zasmidium_angulare	2	2.0	1.0	2.891139058775468e-20	8.917668578405091e-14	1.0
Ogataea_zsoltii	2	2.0	1.0	2.207501272035199e-25	4.301752609885023e-30	1.0
Lactarius_echinatus	0	0.0	1.0	1.0	5.6148108788956e-20	2.4591096523587106e-15
Mortierella_alpina	0	0.0	1.0	1.0	2.617529593251171e-22	3.6748763754257396e-11
Verticillium_albo-atrum	1	1.0	1.0	1.4723101542883627e-16	1.0	5.823416564503664e-14
Cantharellus_appalachiensis	0	0.0	1.0	1.0	1.62238806915814e-13	1.6375758114183333e-16
Pichia_kudriavzevii	2	2.0	1.0	9.830076206154836e-14	1.0097228301312298e-19	1.0
Candida_restingae	2	2.0	1.0	1.1835887825384361e-10	9.481228058520405e-14	1.0
Aspergillus_niger	2	2.0	1.0	7.410326519075028e-11	2.1482515419335435e-11	1.0
Syncephalis_pseudoplumigaleata	0	0.0	1.0	1.0	1.8209342539532654e-23	5.299294854205524e-19
Ganoderma_tsugae	0	0.0	1.0	1.0	1.0906745152805123e-29	6.446370185462862e-16
Zygotorulaspora_florentina	2	2.0	1.0	3.1799944062949016e-15	4.690429063552927e-16	1.0
Acidomyces_richmondensis	2	2.0	1.0	5.668340241626879e-10	4.5931644598873334e-10	1.0
Sporothrix_pallida	1	1.0	1.0	7.976523822672527e-17	1.0	8.293424700865678e-23
Rhodotorula_paludigena	0	0.0	1.0	1.0	0.0	3.710591530163407e-38
Encephalitozoon_cuniculi	0	0.0	1.0	1.0	2.0288402902135516e-11	1.4869510067683223e-09
Fonsecaea_nubica	2	2.0	1.0	4.61802684981194e-09	5.500132349567366e-09	1.0
Hypoxylon_pulicicidum	1	1.0	1.0	4.85621690325999e-18	1.0	3.9593398004633684e-12
Metschnikowia_continentalis	2	2.0	1.0	4.334729774127577e-23	1.524979253834117e-32	1.0
Lipomyces_arxii	2	2.0	1.0	2.0813806234087906e-09	8.572494714087497e-09	1.0
Taphrina_flavorubra	0	0.0	1.0	1.0	2.975259594251156e-09	1.817802297576776e-10
Rhodotorula_sp._CCFEE_5036	0	0.0	1.0	1.0	3.053469991419242e-39	1.1517281586414303e-27
Aureobasidium_melanogenum	2	2.0	1.0	1.1070333538754085e-09	3.973219975250686e-09	1.0
Penicillium_subrubescens	2	2.0	1.0	4.326274988209963e-14	5.946536596468377e-10	1.0
Graphilbum_fragrans	1	1.0	1.0	8.511777425086504e-19	1.0	3.90968279716838e-16
Phyllosticta_capitalensis	2	2.0	1.0	1.0969742447741737e-08	3.0565339148580506e-10	1.0
Candida_schatavii	2	2.0	1.0	6.573069183130748e-14	1.699233126359097e-17	1.0
Mucor_velutinosus	0	0.0	1.0	1.0	2.8300723902899413e-15	7.572229518762463e-13
Cylindrobasidium_torrendii	0	0.0	1.0	1.0	3.187310250336873e-27	1.8988487811202187e-13
Batrachochytrium_dendrobatidis	0	0.0	1.0	1.0	8.704764544751777e-25	6.722238096122849e-17
Blastomyces_dermatitidis	2	2.0	1.0	1.369861662254765e-13	3.0545857510055896e-11	1.0
Colletotrichum_musae	1	1.0	1.0	7.830364978901347e-17	1.0	3.9843089764957096e-12
Candida_tammaniensis	2	2.0	1.0	6.00659695868019e-22	1.9889641208643296e-16	1.0
Rutstroemia_sp._NJR-2017a_BBW	1	1.0	1.0	9.23331376634362e-12	1.0	4.870468472972789e-09
Raffaelea_lauricola	1	1.0	1.0	5.964829837366425e-16	1.0	2.316362658126252e-19
Kazachstania_taianensis	2	2.0	1.0	2.549227273718202e-09	4.104905976763662e-13	1.0
Glarea_lozoyensis	1	1.0	0.9999998807907104	1.328282779990489e-13	0.9999998807907104	7.056900841462266e-08
Lactarius_volemus	0	0.0	1.0	1.0	2.575342051171065e-18	6.035345330225345e-17
Volvariella_volvacea	0	0.0	1.0	1.0	1.6217606475019114e-16	1.3702797577175296e-13
Calonectria_naviculata	1	1.0	1.0	1.678332819943229e-12	1.0	3.5006760157330064e-08
Fusarium_euwallaceae	1	1.0	1.0	1.0962742531402565e-18	1.0	1.6927117998458514e-17
Epichloe_brachyelytri	1	1.0	1.0	1.0722951626958011e-30	1.0	4.5447627231184614e-18
Pichia_terricola	2	2.0	1.0	9.123943769780764e-17	9.796923362805219e-26	1.0
Kuraishia_capsulata	2	2.0	1.0	1.049453832949303e-25	3.859546968517301e-26	1.0
Yamadazyma_philogaea	2	2.0	1.0	3.2813820630157018e-19	6.091970144493785e-17	1.0
Nigrograna_mackinnonii	2	2.0	1.0	2.009927597620975e-12	2.5168464534708335e-10	1.0
Colletotrichum_sublineola	1	1.0	1.0	1.6403308655205372e-26	1.0	2.383112596149317e-09
Fusarium_sambucinum	1	1.0	1.0	9.627597384685022e-14	1.0	9.706005096865589e-12
Naematelia_encephala	0	0.0	1.0	1.0	1.0370168822886387e-19	4.1083579483671226e-18
Aspergillus_novofumigatus	2	2.0	1.0	2.4400230100307674e-12	8.626143961458499e-13	1.0
Dactylellina_haptotyla	2	2.0	1.0	2.423925860375875e-13	1.819455341944831e-08	1.0
Ambrosiozyma_ambrosiae	2	2.0	1.0	6.322500004538332e-18	4.0258089628290256e-17	1.0
Colletotrichum_sp._JS-367	1	1.0	1.0	1.0234620910137153e-27	1.0	1.625251495884772e-11
Aspergillus_ruber	2	2.0	1.0	3.8634006204688737e-14	3.5244473423176777e-15	1.0
Mucor_indicus	0	0.0	1.0	1.0	3.4184918893016836e-13	1.5012274756642796e-10
Jimgerdemannia_lactiflua	0	0.0	1.0	1.0	1.350060688243282e-12	7.047524456377241e-12
Metarhizium_guizhouense	1	1.0	1.0	6.997561533756187e-20	1.0	1.7282998957421857e-15
Malassezia_japonica	0	0.0	1.0	1.0	2.2119794735940139e-38	1.4760370322588527e-33
Ganoderma_boninense	0	0.0	1.0	1.0	9.643007972030449e-27	7.538616100452849e-15
Raffaelea_sulphurea	1	1.0	1.0	1.3382379926429877e-10	1.0	4.39807001697994e-17
Trichothecium_sympodiale	1	1.0	1.0	4.14285510222334e-18	1.0	4.702883200734644e-15
Aspergillus_lacticoffeatus	2	2.0	1.0	7.240433946842373e-11	2.3368917911881226e-11	1.0
Rhizopogon_vulgaris	0	0.0	1.0	1.0	9.453164837252875e-22	5.395979683583442e-14
Pseudogymnoascus_verrucosus	1	1.0	1.0	3.43904607920882e-17	1.0	5.202372213575224e-11
Tilletia_controversa	0	0.0	1.0	1.0	1.4682308442108626e-26	1.99979780460861e-16
Rhizoctonia_solani	0	0.0	1.0	1.0	2.1417922638341733e-14	6.425683552954697e-13
Rhodotorula_mucilaginosa	0	0.0	1.0	1.0	3.239706761223403e-39	1.4208062830370847e-27
Aspergillus_sojae	2	2.0	1.0	9.65401283220535e-12	1.099938716497828e-12	1.0
Hyphopichia_heimii	2	2.0	1.0	1.1791407168748908e-25	5.418600755415819e-24	1.0
Absidia_glauca	0	0.0	1.0	1.0	1.8418489582852214e-25	5.130405504927596e-16
Teunomyces_kruisii	2	2.0	1.0	2.67098349301882e-26	9.896026530241235e-15	1.0
Ustilaginoidea_virens	1	1.0	1.0	7.69292816036552e-24	1.0	7.312971446683309e-17
Candida_blattae	2	2.0	1.0	1.0503510389694755e-25	9.709024235687748e-23	1.0
Saccharomycopsis_malanga	2	2.0	1.0	5.70625157910766e-14	5.1855323943683765e-18	1.0
Trametes_versicolor	0	0.0	1.0	1.0	3.1195713139031706e-37	9.928393353221716e-15
Penicillium_arizonense	2	2.0	1.0	1.0744586644018117e-12	3.165515072289793e-10	1.0
Ogataea_henricii	2	2.0	1.0	3.918496047929619e-14	6.333654260530839e-25	1.0
Talaromyces_verruculosus	2	2.0	1.0	3.2232456721043024e-12	1.3758765238236492e-09	1.0
Alternaria_solani	2	2.0	1.0	2.2842438932111492e-14	1.077420996116376e-14	1.0
Blastobotrys_proliferans	2	2.0	1.0	2.0092996438146432e-19	1.485053885608509e-29	1.0
Trametes_pubescens	0	0.0	1.0	1.0	1.3691298532038188e-36	1.5515039814418922e-14
Alternaria_alternata	2	2.0	1.0	2.212119550037972e-11	1.295622443153125e-15	1.0
Kwoniella_dejecticola	0	0.0	1.0	1.0	1.0499664692781803e-25	2.6808756148769585e-18
Alternaria_brassicicola	2	2.0	1.0	2.2847394498369403e-15	1.5252192997149941e-15	1.0
Schizosaccharomyces_cryophilus	0	0.0	1.0	1.0	7.389696749836788e-17	9.70100302172261e-13
Chlorociboria_aeruginascens	1	1.0	1.0	3.5268871156901582e-12	1.0	6.951356712470158e-10
Kazachstania_unispora	2	2.0	1.0	1.6525580683059178e-20	3.807942493500114e-16	1.0
Tolypocladium_ophioglossoides	1	1.0	1.0	7.769005424165685e-19	1.0	9.411845636341071e-17
Lactarius_piperatus	0	0.0	1.0	1.0	3.735100307014204e-17	2.0786426753636946e-17
Epicoccum_nigrum	2	2.0	1.0	1.1129347443628035e-11	2.636112161891191e-11	1.0
Blastobotrys_americana	2	2.0	1.0	1.6647858184065916e-16	4.980354172532508e-19	1.0
Histoplasma_capsulatum	2	2.0	1.0	3.2091780344245535e-09	1.6970229041457507e-11	1.0
Reticulascus_tulasneorum	1	1.0	1.0	2.0573118380355446e-17	1.0	3.375642820824254e-10
Exophiala_sideris	2	2.0	1.0	2.0600489088022644e-13	1.074137981116113e-14	1.0
Obba_rivulosa	0	0.0	1.0	1.0	1.2797456765357303e-24	5.7485119095423975e-12
Coleophoma_cylindrospora	1	1.0	1.0	1.2683075618392936e-13	1.0	1.2483568845311765e-08
Chondrostereum_purpureum	0	0.0	1.0	1.0	4.445177208402284e-18	5.0897918692227595e-12
Aureobasidium_pullulans	2	2.0	1.0	3.74962016991276e-09	7.230670284741336e-09	1.0
Boletus_subvelutipes	0	0.0	1.0	1.0	3.664195734249424e-26	3.7136804724838445e-22
Hymenoscyphus_salicellus	1	1.0	1.0	1.4933977012547485e-16	1.0	5.66480219124036e-15
Stachybotrys_chlorohalonata	1	1.0	1.0	1.5048250121582445e-14	1.0	8.588262739861463e-11
Sclerotinia_sclerotiorum	1	1.0	1.0	2.80466205815344e-10	1.0	5.395614944420091e-12
Cutaneotrichosporon_cutaneum	0	0.0	1.0	1.0	1.649234221412499e-11	5.442653613021054e-16
Trichophyton_benhamiae	2	2.0	1.0	8.642068049576773e-17	3.103530765713458e-10	1.0
Moelleriella_libera	1	1.0	1.0	8.83759998515643e-09	1.0	1.3978086049748484e-11
Lecanicillium_sp._LEC01	1	1.0	1.0	9.675049186829744e-15	1.0	4.3622783163499435e-10
Smittium_simulii	0	0.0	1.0	1.0	4.970808487048117e-11	4.5507156111147606e-17
Nadsonia_fulvescens_var._elongata	2	2.0	1.0	2.945264665730292e-18	3.3347307662641434e-14	1.0
Priceomyces_carsonii	2	2.0	1.0	1.0541201245217735e-10	2.79592686780461e-08	1.0
Periconia_macrospinosa	2	2.0	1.0	4.196556879776381e-09	4.146680221417398e-11	1.0
Cercospora_zeina	2	2.0	1.0	4.0519362766051063e-26	1.5436793306266624e-17	1.0
Hanseniaspora_osmophila	2	2.0	1.0	2.0534229311036878e-17	1.5937810851245395e-32	1.0
Eremothecium_cymbalariae	2	2.0	1.0	3.644645891510978e-14	5.4481197283879224e-15	1.0
Teunomyces_cretensis	2	2.0	1.0	1.1849524338899528e-26	2.0063186951645856e-13	1.0
Spathaspora_arborariae	2	2.0	1.0	7.686731112732659e-11	3.9621884440066424e-08	1.0
Serendipita_vermifera	0	0.0	1.0	1.0	1.273124506920222e-15	2.3335982035632696e-09
Beauveria_rudraprayagi	1	1.0	1.0	1.986065820618648e-18	1.0	6.697803932569774e-14
Auricularia_heimuer	0	0.0	1.0	1.0	7.42303899804152e-31	4.2687157113122445e-15
Aspergillus_flavus	2	2.0	1.0	2.5972323250411655e-12	1.9131576748168677e-13	1.0
Scedosporium_boydii	1	1.0	1.0	1.5595368131032225e-16	1.0	5.5480460503520845e-11
Verticillium_longisporum	1	1.0	1.0	2.1191804810792033e-16	1.0	6.09825393782233e-15
Aspergillus_aculeatinus	2	2.0	1.0	2.4695386794532093e-12	3.299682575785834e-12	1.0
Rhizopus_delemar	0	0.0	1.0	1.0	9.683839377972024e-22	3.773902050879544e-23
Hymenoscyphus_fructigenus	1	1.0	1.0	3.203109270372259e-18	1.0	4.953173389835291e-16
Grosmannia_penicillata	1	1.0	1.0	3.079627831248404e-16	1.0	1.330888448153821e-15
Tuber_borchii	2	2.0	1.0	1.0402155803390656e-09	2.7031322957782322e-08	1.0
Ophiocordyceps_sinensis	1	1.0	1.0	0.0	1.0	1.617982223894865e-12
Ganoderma_australe	0	0.0	1.0	1.0	1.3551223459872608e-27	1.3365415883954436e-14
Ogataea_nonfermentans	2	2.0	1.0	1.38552907698997e-19	4.566047838038253e-19	1.0
Barnettozyma_hawaiiensis	2	2.0	1.0	1.3446231862416327e-19	3.1060532861271926e-25	1.0
