genome	top_class	top_p	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
G000008665_ng_n1_s44	13.0	0.9999998807907104	1.7882359735596796e-16	9.674965833493778e-17	1.3704651460981595e-17	1.604914950936731e-10	1.1097170925233879e-11	3.3314603246209495e-12	5.978529845664105e-13	3.958710800573001e-13	1.2318986457537467e-16	3.621927705535965e-15	9.493811070626634e-09	1.055300558050476e-07	1.9998885631301172e-13	0.9999998807907104	1.810072985865708e-14
G001606005_g_n50_s55	1.0	0.9999262094497681	2.349883536200407e-16	0.9999262094497681	1.5300771312748098e-18	2.972012998403266e-18	7.373276457656175e-05	7.280544981995429e-13	4.203891932443016e-18	1.7639559919724042e-21	3.465248545055813e-19	3.490384589970204e-14	3.3390841767998516e-14	7.701721747334356e-13	3.5496716323487407e-19	3.123726624587597e-11	3.6252433101288738e-16
G000318295_g_n01_s44	6.0	0.9802701473236084	8.629735814835726e-12	2.4302704455848014e-26	0.019729476422071457	8.519928686168132e-12	4.1283107488077064e-10	2.9271732607250023e-12	0.9802701473236084	4.284743133214919e-12	3.024309589653301e-13	7.349794384214903e-12	2.791952908864914e-07	2.7847290695603988e-08	2.538112948979876e-12	2.1108454983931324e-09	3.178428897854246e-08
G000153405_ng_n20_s22	8.0	0.9999982118606567	2.716881764880581e-23	2.7464260320416247e-21	1.4963851136678206e-17	5.418180353768942e-19	2.85674000337002e-18	1.8194780672093254e-21	1.8235169461867646e-19	4.1834019430010694e-13	0.9999982118606567	1.7590122070032521e-06	1.0208136419498359e-10	4.375698090132831e-16	3.038231158733003e-21	1.6403224797318995e-21	4.6971211201446036e-18
G000008665_ng_n04_s44	13.0	1.0	1.273373265243103e-21	1.2196372813594242e-18	1.0620502957983669e-12	8.234084941660669e-11	2.1508077437115691e-13	1.99712598888957e-12	3.062136600887603e-17	8.775988723098006e-16	5.1451021221324996e-17	4.1861791003961114e-17	1.30718231378113e-11	2.2504071495177413e-08	2.3446710741140162e-17	1.0	6.061502428461596e-12
G000153405_ng	8.0	0.9999990463256836	5.368998428095752e-22	8.257476675446216e-21	3.5023832987120056e-17	1.1157193047874233e-18	8.251380554664505e-18	6.04725120961552e-20	8.294264079161091e-19	2.47445163317761e-12	0.9999990463256836	9.416947932550102e-07	1.4251883007077026e-10	3.707168442666428e-15	1.2076360345069706e-20	1.2591622578907959e-21	1.1994793034218132e-17
G001606005_ng_n10_s11	1.0	0.999998927116394	3.6550944055513404e-18	0.999998927116394	1.8737359455139755e-21	3.0668428837568146e-20	1.054163476510439e-06	4.8172129127463034e-14	6.412560017513079e-20	1.1174373283497582e-23	9.350845463147229e-21	6.40558078449224e-16	5.62457151437757e-14	1.6805636811095988e-14	4.927868722560708e-21	1.7111248399107049e-12	6.230322305797873e-18
G000008665_g_n2_s11	13.0	1.0	5.467924362400853e-21	5.736330819463029e-20	4.8552560502604486e-17	9.051077487325088e-13	1.8464056238814974e-12	4.3901338185430017e-13	9.90159759739484e-11	1.4650834544708462e-15	5.981346318093393e-17	3.9109745596360706e-19	2.042039063884782e-12	8.324018141436795e-10	3.206764788294284e-18	1.0	1.45474232567935e-14
G900089075_ng_n100_s33	6.0	0.9999998807907104	2.6036181741931515e-14	1.466976382029238e-19	4.278282948451482e-16	5.211096887336453e-09	4.493833690583093e-12	9.984616215416575e-13	0.9999998807907104	1.911535250969038e-16	1.9404170978343238e-11	1.0104084452802753e-12	2.773653702548007e-13	5.567878247347835e-08	3.2347486234735046e-13	1.7698253683439726e-15	2.9054951777851556e-09
G900089075_ng_n09_s22	6.0	0.9999948740005493	1.5835832645194614e-11	3.570969310074085e-18	4.794809082535585e-18	6.92794870360558e-08	1.770105763354568e-11	1.0642286531192813e-11	0.9999948740005493	6.711765407232777e-15	1.7966364396215795e-08	2.962207590329058e-09	1.241332314716459e-10	4.813903160538757e-06	1.6286992587932758e-11	1.211981857139144e-15	2.5259853941861365e-07
G001606005_g_n10_s55	1.0	0.9971079230308533	2.8636727049998617e-15	0.9971079230308533	5.786909656896985e-18	4.375311962222891e-17	0.0028920534532517195	9.350081472958571e-13	1.1810458316252527e-16	2.8326882875719045e-21	1.6654255929795646e-18	5.902817297454011e-13	2.0038480694640343e-13	3.9654331901450846e-11	5.1031323840586e-18	1.1750277140176735e-10	8.313096440610082e-15
G000018945_ng_n2_s33	14.0	0.9999995231628418	1.1463318358787e-13	7.008583594249421e-23	1.455100860167544e-17	9.904718104719601e-14	1.4245115503852546e-14	1.8931538419202315e-16	4.989329599166591e-19	5.384160935490565e-20	4.777451110971466e-16	1.5199125484996507e-20	5.591978546881649e-10	3.868579483423673e-07	2.809402883940937e-12	6.881604264208363e-08	0.9999995231628418
G000018945_ng_n03_s11	14.0	0.9999094009399414	1.016906887133808e-15	7.088305246242332e-23	3.3004186156532624e-16	1.0648374866047259e-19	3.345774847698566e-16	6.109590415030145e-16	3.1496458845056818e-21	2.8752749372293736e-23	5.0100012950386884e-20	1.528002589713021e-23	4.743250930916432e-11	9.06005225260742e-05	6.586038506926808e-16	3.533611933875108e-13	0.9999094009399414
G000237805_ng_n3_s44	14.0	0.9999958276748657	1.202563026936332e-07	9.6866791921002e-08	1.4407351978107386e-09	1.7998468493374276e-08	4.837179545802428e-08	3.562794574918371e-07	3.974678388068281e-15	6.420521003747126e-07	3.33760085270262e-14	1.2132524151997615e-10	6.897909656800039e-07	4.087906901872884e-08	3.1816041468069045e-10	2.2573824480787152e-06	0.9999958276748657
G000017265_ng_n02_s33	4.0	0.5089755654335022	2.2078738576986057e-12	0.29404115676879883	1.3980939669866466e-11	3.7669853347743754e-11	0.5089755654335022	0.0005957836401648819	2.943417731771092e-10	0.18876060843467712	2.597186517499378e-13	0.0004930795403197408	0.00022765177709516138	5.357487609103373e-08	5.651568466109814e-16	0.006903909146785736	2.2181882286531618e-06
G000017265_g_n02_s44	7.0	0.9999982118606567	1.7034616839099344e-28	4.6514177398648826e-08	3.0695958328733706e-26	1.5894783622847134e-22	9.265483935649854e-10	4.526760633005722e-10	4.73607171102123e-19	0.9999982118606567	7.631197106519605e-13	2.1540232705147266e-12	2.0917128706193777e-12	1.7506312133264146e-06	3.3694228300922855e-36	1.0935539140888295e-09	5.3063658000496e-15
G000237805_ng_n03_s55	14.0	0.999462902545929	4.437689297520468e-14	6.160267407295805e-09	5.1337899309474694e-17	5.147822612627806e-09	4.250523943483131e-06	3.220309782725472e-11	2.13120797152906e-19	0.00027781218523159623	2.8726969691916793e-09	4.64240379471903e-08	0.00020448886789381504	4.698683664372538e-09	4.31024112885689e-13	5.0427748647052795e-05	0.999462902545929
G000153405_ng_n1_s55	8.0	1.0	1.115956272892122e-28	7.429732168835554e-29	2.8562705877693073e-26	6.93056444583842e-27	2.2346276170184373e-20	1.4512187390854008e-27	1.0410502071804342e-22	2.500485306007952e-15	1.0	3.6877150096613354e-13	5.424242657080767e-18	2.2090219745849813e-21	2.6456268308759217e-30	1.1030498070590205e-24	1.0024693390640978e-26
G001606005_g_n01_s11	4.0	1.0	1.095859669675292e-08	5.485865583740476e-23	9.455723201630321e-30	2.6421836315982106e-33	1.0	1.2955875220698107e-23	2.266220003369053e-19	9.233806407118471e-27	1.5729876338974767e-29	1.1692858487011293e-11	3.084357988941163e-21	4.8775562175350576e-15	6.0642054678062275e-28	9.935133445104771e-12	4.0707349478404685e-23
G000298475_ng_n2_s33	11.0	0.9999949932098389	7.059736909648118e-13	1.9612659952583482e-14	3.25656250013337e-14	3.892953396710669e-13	8.328694504899925e-12	1.7882355596299249e-09	2.433153269976174e-07	6.165710164651728e-09	9.88128867618343e-09	6.564991963387001e-07	5.465966523843235e-07	0.9999949932098389	4.026109667876199e-09	2.744641562912875e-07	3.3888454709085636e-06
G000283915_ng_n1_s22	10.0	1.0	7.740568764163701e-21	5.942013560080244e-21	2.6653966916077333e-14	4.298564837412755e-10	7.900571744132862e-14	2.52076632408383e-14	3.2735451719126396e-14	2.623938494597782e-14	2.0252608590827156e-14	7.467238497460213e-14	1.0	1.1434906737624877e-17	2.5539108503648328e-15	7.543696107762113e-18	1.5237547335011925e-10
G000153405_ng_n08_s55	8.0	0.9996567964553833	2.427115523875021e-15	4.20849959699085e-13	3.4738361076591673e-09	1.6626361398763834e-10	2.407055457731566e-12	1.270710880268977e-11	2.9184478989918716e-05	7.704664994889754e-08	0.9996567964553833	2.5128068955382332e-05	0.00024299777578562498	4.561397145153023e-05	2.0201924172142532e-13	2.843018138617981e-12	7.607354035599201e-08
G000298475_g_n03_s11	11.0	0.9880372285842896	2.4145021444992205e-14	3.8741154728683114e-10	1.4513304336105648e-07	1.2728020010399632e-05	4.850383636401112e-11	0.011256519705057144	3.799236219492741e-05	1.5281423045368503e-12	5.011587518310989e-07	5.469415476078154e-10	0.0005472865304909647	0.9880372285842896	5.884028680958053e-11	6.112334813224152e-05	4.650564369512722e-05
G000298475_ng_n02_s44	11.0	1.0	1.1491330495467237e-22	3.786660288438922e-25	7.55398635786842e-38	5.428798261729998e-25	4.6898269025626175e-21	1.4895387672123876e-18	1.9526872734445433e-19	5.04883593845789e-19	2.520876335659575e-22	3.4650653762489208e-18	8.384640204361915e-12	1.0	1.827161372650751e-16	2.327679912152939e-14	1.442756097968026e-13
G000017265_ng_n10_s33	7.0	1.0	3.540368607735431e-26	8.979966433929434e-22	2.5162761020730194e-28	2.7703257328894336e-26	4.708283988685456e-16	6.999334336905253e-17	4.124629451568625e-24	1.0	2.4039245888822628e-21	4.386415343904555e-14	4.711471555778057e-13	8.315094591332655e-15	1.6480764850145746e-34	5.45218070811914e-20	3.172560508073698e-19
G000318295_g_n100_s22	6.0	1.0	4.14491443453274e-16	3.5795988976639385e-20	3.795202231856178e-20	6.57702554697243e-16	6.651659737537375e-16	7.876895013323088e-16	1.0	2.653935082265014e-23	1.9443662480046146e-15	4.4150630146202324e-14	9.395412101315462e-14	1.660852566587323e-09	2.0540877775210273e-18	1.9823009775308596e-21	4.763967828758835e-15
G000283915_ng_n50_s55	10.0	1.0	2.451417574111127e-17	3.724131230347261e-17	2.1942737904456777e-10	1.1715343972706904e-10	6.913753966032721e-13	3.915883617366944e-09	1.927848505833829e-11	3.958109014157163e-12	4.557004995575653e-09	6.509275757293764e-11	1.0	4.8228118005276543e-14	1.4982101930599567e-13	2.083805235298091e-15	4.289672173030112e-09
G900089075_g_n06_s11	6.0	1.0	9.529013083426578e-15	1.1735327540034812e-23	9.689138746109262e-19	2.1619428025587695e-08	9.483783116465139e-13	4.142403193602368e-15	1.0	9.126310829821646e-17	8.027720849179687e-12	7.658578216052092e-10	2.5699545437704238e-14	2.7996568618959827e-08	6.58600535219378e-11	2.023982686365309e-14	9.466064043728295e-11
G000237805_g_n3_s11	14.0	0.9988763928413391	6.402239023373113e-07	1.1061343684559688e-05	7.848901191209734e-07	5.870180075362441e-07	4.43501012341585e-05	0.0009444591705687344	2.538019707593042e-13	1.0218808199624618e-07	1.8305463811429945e-07	2.3178883168384345e-07	4.0729351894697174e-05	3.696444764500484e-05	5.04525416999968e-08	4.3451498640934005e-05	0.9988763928413391
G000298475_ng_n10_s44	11.0	0.9999998807907104	6.852688989172906e-14	1.697060054333191e-13	4.201984040360162e-18	1.5488303431197077e-15	4.112603920608526e-12	1.23085958092517e-10	5.451504136999574e-09	1.1061553895075349e-09	1.4549951521392046e-10	9.075262319413469e-09	9.192249450507006e-08	0.9999998807907104	9.572857263828727e-12	3.751420840636399e-10	1.2389729242556768e-08
G000237805_g_n01_s33	7.0	0.9999983310699463	9.062338666480265e-17	1.1603755600176047e-28	2.9908204255451734e-28	5.577840094484216e-26	9.766318574669581e-20	3.905933838637043e-27	1.902385530812528e-22	0.9999983310699463	3.4033774264953207e-25	9.935071396236885e-28	3.865700815008921e-10	1.3787906816276063e-08	6.820843786484448e-22	5.282221865823628e-26	1.625426193641033e-06
G000018945_g_n09_s55	14.0	1.0	5.1181271006126553e-17	6.770689919666925e-27	3.465653011333751e-22	9.886822755216253e-22	2.2098934497499842e-18	5.846223319474404e-24	5.1611585258170287e-26	1.8552470212033017e-25	9.029028439107598e-27	1.832274282307618e-27	3.9398998928803775e-14	5.5885317207238216e-11	9.74356398786725e-16	7.18315684711257e-11	1.0
G000017265_g_n10_s55	7.0	1.0	2.2215847564723032e-24	1.269819537388449e-18	8.288509762160266e-26	4.737523493396964e-24	2.4484692160049726e-13	1.495602686835129e-14	4.958246203542508e-21	1.0	1.8881609301120247e-18	8.659315452186345e-12	3.751460080081426e-12	5.818464471080836e-14	5.972248924882362e-32	1.709929729732265e-17	4.8861548857339994e-17
G000298475	11.0	0.9999998807907104	2.799804658948357e-13	1.5512295766482997e-13	1.1673620143623595e-16	7.293699911886057e-15	4.250223437085587e-12	6.597698082311254e-11	2.2333532800900002e-09	3.1300997349603676e-09	3.354603261840339e-10	4.57964244304776e-09	7.550903546871268e-08	0.9999998807907104	3.998773968200142e-12	4.527511698881881e-10	5.143494519188607e-09
G000237805_ng_n30_s22	14.0	0.9999896287918091	1.4350498567239356e-09	2.973702351027896e-07	1.814281525014394e-08	5.1433694636671135e-08	1.7509891847566905e-07	9.187411706079729e-06	1.3946899343563303e-15	2.416049369458051e-07	4.1321293609009047e-11	1.12031994792261e-09	1.5963675537022937e-07	1.0737710454122862e-07	1.162564378098807e-09	1.35410388679702e-07	0.9999896287918091
G000318295_g_n02_s11	6.0	1.0	2.446254233318232e-15	1.6731187035485528e-17	8.233441989552079e-22	2.543298254290005e-12	4.596502892932966e-14	1.7073781353581924e-13	1.0	1.5214808350209067e-25	4.009607058889011e-18	3.583542713465242e-15	1.649341080378619e-11	7.490333908677371e-10	3.539816416332428e-14	2.2152480198112503e-15	8.134729001518792e-10
G000318295_ng_n05_s55	6.0	0.9999996423721313	1.653579604050678e-20	4.0891844833795116e-20	1.9297905263481633e-19	1.567962881927898e-12	2.7222353552255754e-15	1.0741860740586713e-16	0.9999996423721313	8.271985437311819e-27	1.4535471437593372e-10	9.641305765903385e-14	6.495034978598602e-12	3.0578331688957405e-07	7.884820015705e-19	3.7522049958747596e-19	2.2507043104247337e-11
G000008665_g_n03_s33	13.0	1.0	2.414123891432723e-22	4.6202844844987375e-23	1.7663158963888589e-25	4.037380510208549e-14	7.393112145498795e-16	1.766723364284538e-14	1.7907308348146584e-20	8.657047959597863e-17	5.054512780451026e-22	3.822688932681884e-22	1.6797473785176709e-13	5.951971093721628e-14	6.600638270587763e-20	1.0	1.8387234985258156e-19
G000017265_g_n50_s55	7.0	1.0	3.709427108032292e-25	6.601324804646788e-18	2.2907919797475534e-26	2.886670033005291e-24	4.1590466286862623e-14	1.5392950179467582e-14	1.0101229949084237e-20	1.0	2.632031840476621e-19	2.3382103545022126e-12	3.4632654816874053e-12	8.844630756954519e-13	7.600513577598654e-33	3.945338185861907e-17	2.8703396798210044e-18
G000017265_g_n2_s11	7.0	1.0	2.18833466374769e-25	1.3756623979874465e-15	2.90277794406637e-26	2.3672396790249035e-23	6.189451620501607e-13	6.696303234132728e-12	8.720743927332713e-19	1.0	1.123113341423062e-14	1.5530637539895586e-11	5.359196419973955e-11	3.6329930730438775e-10	3.1812092533478565e-29	2.2404172226740855e-14	8.33881023668891e-18
G001606005_ng_n03_s44	1.0	0.9999982118606567	1.2737639956195753e-14	0.9999982118606567	9.854538188796585e-25	2.9224291041498468e-21	1.7907248093251837e-06	3.4185467031528933e-19	1.0498868929343661e-24	1.827471386502651e-20	4.211809424532985e-31	3.5681951117357046e-16	4.0685295327449393e-16	4.835566029074874e-19	2.9549977898054737e-19	3.652508537578407e-22	2.793000929185499e-19
G000283915_ng_n10_s55	10.0	1.0	1.0529553917590893e-16	6.126857975753312e-17	2.3271874705077522e-10	4.8219914172698e-11	4.806037295565502e-13	1.2108932523346994e-08	2.8536133525602914e-11	1.219762572196581e-11	1.2952712680203149e-08	1.699744928140845e-10	1.0	2.8342386488959537e-14	4.171314986131658e-13	2.436382487834457e-15	3.4285809746847917e-09
G000017265_ng_n50_s33	7.0	1.0	1.2282711219634751e-24	1.7977275484882867e-18	3.828618921763573e-27	1.554137926211923e-24	1.2154410338166121e-14	2.7029060633692323e-15	2.7550514498010858e-21	1.0	3.4897483423299266e-20	7.743790417930052e-13	2.1810194709287467e-12	9.271568972638033e-13	9.40882502661055e-33	3.3351438397479732e-18	7.738868546113387e-18
G900089075_g_n03_s55	6.0	0.9896217584609985	4.27558166649078e-09	1.7493788664999806e-16	2.5191814237955634e-13	4.728595293101989e-09	1.8019087292486802e-05	7.136119695161369e-09	0.9896217584609985	1.1643862415054718e-13	9.576336390537676e-10	9.033813697101323e-09	1.3926633180005865e-09	0.010360032320022583	2.1044860432084533e-07	7.706306296220711e-13	1.682163436322881e-11
G000283915_g_n06_s11	10.0	0.9999287128448486	1.1242573017699762e-15	1.0462198999134476e-18	8.31191615102006e-13	6.971275770192853e-13	5.3130557731151384e-09	3.50177806751617e-08	4.280179335958145e-11	1.134314170370132e-11	6.025966854394937e-07	1.1870150196102713e-08	0.9999287128448486	3.6781862278179034e-11	1.2836907925528607e-10	1.4979621500492651e-16	7.062957593007013e-05
G000298475_ng_n50_s44	11.0	0.9999998807907104	1.4763251656325221e-13	5.777649409247076e-13	4.48293279212747e-17	6.846153537061776e-15	7.689366504637363e-12	1.8153145653343472e-10	9.017907309782913e-09	2.9563658188180852e-09	3.267046078114788e-10	1.237435487411176e-08	1.3508316953902977e-07	0.9999998807907104	3.044237171373476e-12	9.133622191903612e-10	1.4435911133148238e-08
G000237805_ng_n100_s33	14.0	0.999994158744812	2.820483624432768e-09	1.2778700408944133e-07	2.4226377348668393e-08	9.815717305627913e-08	2.119450925874844e-07	4.513088242674712e-06	1.182804854358904e-15	4.505792219333671e-07	5.8693870076675925e-12	4.682586540738498e-10	7.156528170071397e-08	5.308054795705175e-08	1.2630642087785304e-09	3.1497015129389183e-07	0.999994158744812
G000298475_g_n4_s22	11.0	0.999996542930603	4.650075355154548e-13	3.1216227519559325e-12	2.9202731406012886e-17	1.1678041549729144e-14	4.1209213125226185e-11	6.59536092406654e-10	4.2845393011248234e-08	1.4751326382622665e-08	3.233812861935803e-08	7.226478970778771e-09	3.230028141842922e-06	0.999996542930603	1.3932775289396404e-12	8.063692291671032e-08	6.877143476913261e-08
G000017265_ng_n40_s55	7.0	1.0	1.0186688072939892e-24	5.828760859989105e-18	4.373806625226043e-26	5.844484275608844e-24	5.820662690985551e-14	1.5570744089162154e-14	1.061094284306596e-20	1.0	2.7146183283157396e-19	2.2444186266457056e-12	3.460195237975361e-12	8.804068043176405e-13	2.576227819067923e-32	5.1884040345829156e-17	4.9197621586872326e-18
G000018945_ng_n1_s11	14.0	0.9999998807907104	2.0727653348067157e-19	3.8840814054862897e-25	1.859316628395592e-22	1.0948497240483483e-17	3.867873538337171e-19	3.610563402230838e-21	6.080008608927699e-26	2.566608053839303e-22	4.628037787118742e-19	4.089396556958739e-23	2.4440287033772323e-12	6.537479890766917e-08	3.703616820283701e-17	2.0667642944283138e-12	0.9999998807907104
G000153405_ng_n05_s11	8.0	0.9998332262039185	1.0035990988139391e-24	2.4952941192395606e-21	8.175157019270601e-17	8.98802498255329e-21	2.3648001146268222e-14	4.039773301853054e-19	4.0964557261007634e-22	7.466588236582083e-09	0.9998332262039185	0.00016673556820023805	6.776416927589679e-11	1.470897154076667e-10	5.043234374747257e-19	1.3436220230506308e-21	2.620293444480973e-17
G000298475_g_n09_s22	11.0	1.0	3.6916415611196483e-17	1.9133664303218833e-16	6.516016940155255e-16	7.583756180277925e-15	5.321855830369218e-14	5.600138408556887e-12	4.90759821669684e-10	6.616052594665689e-09	4.848603072857283e-13	1.8408981006245995e-09	1.4956321736647737e-09	1.0	1.1650709225889346e-16	3.901487577451235e-09	1.2641898639031979e-09
G000283915_ng_n09_s33	10.0	0.8694892525672913	8.892043460058396e-13	7.680058320666582e-16	8.722049642528873e-06	4.521913797361776e-05	4.676374287804208e-10	7.513253308388812e-07	3.679239171106019e-07	0.0005607945495285094	0.12922191619873047	4.435947175807087e-06	0.8694892525672913	1.486471834510894e-09	1.0578845438535822e-10	1.6854088125128897e-09	0.0006687016575597227
G000298475_ng_n40_s22	11.0	0.9999998807907104	2.7731777377942857e-13	1.0083863540184812e-13	1.314810465795734e-16	2.4597381508055733e-15	4.547725043768658e-12	5.6980819368446234e-11	2.1345791800797542e-09	4.936836273117251e-09	6.613135039579277e-10	2.453237835098321e-09	1.0386504101234095e-07	0.9999998807907104	3.60430478865692e-12	5.364496624693516e-10	1.0668113503697896e-08
G000318295_ng_n100_s44	6.0	1.0	1.390334067425075e-15	2.981959483377698e-19	2.0084489402534207e-19	1.8154286057846074e-14	6.0545372968651145e-15	4.837328505287583e-15	1.0	5.1358727387719e-22	4.981523582579892e-15	2.6502153878567303e-13	4.2160036312771654e-13	4.978983447756491e-09	1.726242393156301e-17	3.400803485143175e-20	5.6691288355349354e-14
G000018945_ng_n09_s22	14.0	0.9998039603233337	1.5718112575391352e-11	8.79672253454724e-19	5.366649263428876e-20	4.33848005535354e-14	7.44710959565964e-11	3.927338140162712e-15	2.3289973249951164e-19	4.67100236290765e-16	4.640187105763191e-17	1.6346094962467844e-18	3.252464270131483e-11	4.150388122070581e-05	1.0257421946329934e-13	0.00015459525457117707	0.9998039603233337
G000018945_g_n30_s11	14.0	1.0	2.4016130558990887e-15	4.587510548216516e-24	7.334564169393393e-18	1.9960936236511486e-16	2.76084486396688e-16	3.814393675097415e-18	1.2106150762076727e-21	9.421026891360951e-20	1.99991112835253e-17	3.488229124968571e-21	2.971662360629068e-10	7.347535468937849e-09	1.267571676555378e-14	6.998294832527563e-09	1.0
G900089075_ng_n03_s11	11.0	0.9568431973457336	6.8590564991351415e-18	6.717133812716968e-18	4.854839945854506e-13	4.70920316630874e-11	1.4989884333793668e-12	3.825564817816485e-06	0.043152932077646255	2.687871760078486e-24	1.3062454696379873e-18	1.5114072374287219e-13	6.01121192753129e-12	0.9568431973457336	1.7871110407491342e-12	1.0138768484494099e-17	2.5802641205846348e-14
G001606005_g_n02_s33	1.0	0.9999508857727051	2.784811270473142e-10	0.9999508857727051	4.570944747264566e-19	2.1109889114730907e-18	1.7412678062100895e-05	1.9045725554393128e-13	8.306612851730742e-19	5.536684053396822e-14	1.0700248196174322e-12	3.1653991754865274e-05	1.4519567492765617e-10	8.151103791931291e-09	5.7242877972429884e-12	8.686853593173864e-17	1.791433390518904e-10
G900089075	6.0	0.9999998807907104	3.29030253292794e-14	2.024162786952514e-19	4.3263698029604965e-16	5.994207796788942e-09	6.68803207259927e-12	1.1313943488674982e-12	0.9999998807907104	1.1903225629333614e-16	1.1387103066029525e-11	9.653989847119293e-13	3.9507153516520066e-13	7.215147945771605e-08	3.172443048277823e-13	1.90550818803285e-15	3.066801701478994e-09
G000008665_ng_n01_s55	13.0	0.9999995231628418	3.3295989663312264e-12	1.4886886020960646e-23	1.5818676456175e-16	3.83719989116571e-09	2.3755168498951207e-08	7.080226433354292e-15	3.353680710915796e-07	3.979607219848795e-16	5.989907135004651e-25	2.7799735148938424e-16	7.540447155562902e-10	7.815136626732055e-08	1.7171332444051307e-13	0.9999995231628418	5.131638996657036e-16
G900089075_g_n03_s22	14.0	0.9690353870391846	1.3186609137960659e-08	3.473042653467928e-08	0.0002453889755997807	0.026434538885951042	0.0002584843314252794	0.0005012921756133437	0.00011484380956972018	1.5426641084351211e-13	1.5844747736082354e-07	5.347219542151116e-11	1.38436803354125e-06	0.0007327006314881146	0.002675847616046667	1.4637499112096775e-13	0.9690353870391846
G000237805_ng_n20_s44	14.0	0.9999881982803345	2.454754177705354e-09	2.3052939468470868e-07	6.6319589819840985e-09	1.275461869454375e-07	3.0626867442151706e-07	8.956382771430071e-06	4.073501298507967e-15	5.938327944932098e-07	3.3304643765053044e-11	3.4708558249718635e-09	3.2867296795302536e-07	3.4968007867064443e-07	2.3238397872660244e-09	8.70941960329219e-07	0.9999881982803345
G000237805_ng_n5_s22	14.0	0.9999963045120239	1.1018049805855412e-09	5.363029131899566e-08	3.4982647889592045e-09	1.1793392928893809e-09	1.4675947568321135e-06	1.840289996835054e-06	1.1823893052889369e-16	1.466614634182406e-07	4.4617291632131906e-12	7.021582204558285e-10	4.6604579750919584e-08	1.3653192354468047e-07	7.219270181657578e-10	9.037773307518648e-10	0.9999963045120239
G000018945_ng_n40_s22	14.0	0.9999996423721313	3.269992715731855e-15	2.128799591554759e-22	3.270575527339125e-17	4.0751021907782774e-15	1.0321488215031755e-15	3.6030720242111454e-17	4.526916750535853e-21	1.8056382902764376e-18	3.0156876963403413e-16	5.83109017474466e-20	8.883869195841498e-10	3.1018399226923066e-07	4.0514838120682406e-13	2.610542892966805e-08	0.9999996423721313
G000008665_ng_n06_s22	13.0	1.0	7.80139804313546e-21	1.0517192984880587e-23	3.727296778173198e-19	1.063819532293524e-17	1.20408739402722e-12	2.9678340405896175e-17	5.559670324560348e-21	2.5598190970778336e-17	1.3090739103450358e-18	1.4107382583797365e-21	2.8086236114610585e-10	8.567341835963305e-10	9.597865181627717e-20	1.0	1.225619540752565e-13
G000298475_g_n4_s55	11.0	0.9999868869781494	2.1310672670971087e-10	1.2669917892615956e-10	3.4307375462640927e-14	5.753049946155553e-13	3.329119757644605e-10	1.6085373311103268e-10	4.25140967763582e-07	2.427046581487957e-07	7.3782486786910795e-09	5.302641511661932e-06	4.51797586720204e-06	0.9999868869781494	2.0534088207568857e-08	6.541758068578929e-08	2.577433861006284e-06
G000153405_ng_n04_s44	8.0	1.0	1.791537397309928e-27	1.7307286690433597e-29	3.3033879624417562e-18	3.8092218779611855e-23	4.642824094384029e-25	3.2785318065969776e-25	2.5456964150050473e-19	1.5014045697018842e-18	1.0	6.791651784405849e-17	7.34963209143166e-18	3.321922766448294e-20	2.2018037332191407e-21	4.0823628266087554e-25	1.812107960652899e-21
G000283915_ng_n40_s33	10.0	1.0	2.730042610101651e-17	4.023736379086213e-17	9.866343853026649e-11	2.848219056439394e-11	6.950948605762008e-13	7.912184241121167e-10	2.817914304675817e-12	1.9721689559215605e-12	1.12420717179873e-09	2.125634564198453e-11	1.0	7.0527042153156316e-15	9.99831253488577e-14	7.416359494131781e-16	8.501804815708169e-10
G000017265_ng_n07_s22	7.0	0.9992597699165344	2.50720317745898e-20	8.410059848529272e-08	2.1789951002450433e-19	3.1530904031937287e-17	5.65255641049589e-06	1.130541477323277e-06	1.4249892064943648e-11	0.9992597699165344	1.231259086247733e-17	0.0006909164949320257	1.90463488252135e-05	2.333932206965983e-05	1.566307671070816e-26	1.396820575871871e-10	6.3327416227609845e-12
G000298475_ng_n07_s55	11.0	0.9986444115638733	1.6851242623516782e-11	1.3712006790428388e-12	1.6844517317440855e-12	4.854094903805617e-11	2.8345201186219526e-10	1.6278055292584526e-10	6.502916427564287e-09	8.547066840947082e-07	7.325985151851455e-09	0.0007871190900914371	0.0005622996250167489	0.9986444115638733	2.894082342663751e-07	5.15139572598855e-06	4.784423413006778e-10
G000283915_ng_n06_s11	10.0	0.9999287128448486	1.1242573017699762e-15	1.0462198999134476e-18	8.31191615102006e-13	6.971275770192853e-13	5.3130557731151384e-09	3.50177806751617e-08	4.280179335958145e-11	1.134314170370132e-11	6.025966854394937e-07	1.1870150196102713e-08	0.9999287128448486	3.6781862278179034e-11	1.2836907925528607e-10	1.4979621500492651e-16	7.062957593007013e-05
G000237805_ng_n08_s33	14.0	0.9968916773796082	1.6885588483006586e-09	5.579035132541321e-06	3.2709683637222042e-06	0.00039957198896445334	0.0008660875027999282	0.001377211301587522	9.505007458193715e-13	3.977758638029627e-07	9.233758896387556e-11	3.5867078196361035e-08	0.0004305447801016271	2.5636434656917118e-05	1.1649678444136669e-10	2.3668016879696552e-08	0.9968916773796082
